Participation_rate_1,Amplitude_1,Participation_rate_2,Amplitude_2,Participation_rate_3,Amplitude_3,Participation_rate_4,Amplitude_4,Participation_rate_5,Amplitude_5,Participation_rate_6,Amplitude_6,Participation_rate_7,Amplitude_7,Participation_rate_8,Amplitude_8,Participation_rate_9,Amplitude_9,Participation_rate_10,Amplitude_10
80.8750000000000,3.87217135500717,58,3.61779019423448,43.6000000000000,3.84032344854882,77.4444444444444,4.25385038112642,72.7777777777778,2.61829908437202,41.6000000000000,3.91387784375880,57,3.78759169065338,52,3.84966308472343,65.4736842105263,3.87185410186599,75.5714285714286,3.86675971294214
20.6250000000000,3.13213055449541,52.6153846153846,3.70594769472242,28.8000000000000,2.56714462285651,51.6000000000000,3.63077709104323,32.9333333333333,3.42912161688256,38.4615384615385,3.33358769485894,51.2500000000000,3.64265825197127,24.8235294117647,3.04230594070731,67,5.52519828175334,74.2666666666667,3.88922323525827
46.8571428571429,3.42283219467965,67.5000000000000,3.89668525464076,30.6250000000000,3.20383874071835,37.3333333333333,2.36976924191557,37.0769230769231,3.58937728580012,68.2500000000000,4.15542723774802,67.3333333333333,4.04115142267254,68.1666666666667,4.07958198787123,45.1250000000000,3.67946322630231,70.9333333333333,3.70340425025124
74.7058823529412,4.18935935949531,70.4615384615385,3.92289115937359,26.2500000000000,3.61775305643597,45.7500000000000,3.55278564925643,62.5882352941176,3.75045777098469,42.1250000000000,3.40146735433852,56.6666666666667,2.64814312231058,72.2666666666667,4.19706268239691,50.2857142857143,3.31372428972110,22.2352941176471,3.10200260923305
22.9411764705882,3.42264050741439,52.4285714285714,3.78621673496127,48.1333333333333,3.76673186732391,30.5714285714286,3.64453404411729,72,3.87757257487127,26.9230769230769,3.66320910386983,74.1333333333333,3.68759837377622,67.6000000000000,3.98986810954737,65.2500000000000,4.04647862667856,70.2500000000000,3.87076584893570
50.2666666666667,3.53512714240386,21,3.44183342747398,27.2500000000000,3.21840161472210,57.2000000000000,3.87539367413767,51.5000000000000,2.32735869625496,78.7777777777778,3.98307424720969,51.3750000000000,3.79832709472712,53.5000000000000,2.39156773623605,40.8750000000000,3.71344681940316,72.4000000000000,3.80049576894012
71.4117647058824,3.70103006877019,21.1428571428571,2.79863782448483,45.3333333333333,4.07607777831387,58.7058823529412,4.40814211088506,80.4705882352941,4.19998493125990,48.2222222222222,3.99245719281085,37.3846153846154,3.67800941122837,78.5882352941177,4.28702848936676,71.5714285714286,3.64101957382750,68.5000000000000,3.88219639707913
79.1250000000000,4.20642096555242,62.2352941176471,4.48242284528857,75.5000000000000,3.94328372614307,56.5714285714286,3.99816988992761,65.3750000000000,3.86631773736598,32.4705882352941,3.68143339296275,34.1428571428571,2.54375466996607,70.9411764705882,2.90293621251653,58.6666666666667,3.68226000414430,45,3.45676764183200
32.3076923076923,1.88252352070628,49.7647058823529,3.85980904491842,57.7142857142857,3.99366755995946,66.4000000000000,3.91301330728078,41.0588235294118,2.93837938602483,45.6666666666667,3.69802831592229,46.9333333333333,3.47520875398553,56.5333333333333,3.34575671323370,55.2500000000000,3.48566008615681,77.4666666666667,3.96957493803185
71.7500000000000,3.75482481956816,44.7500000000000,3.30809237493563,36,2.13654627816431,57.2500000000000,4.22430318209626,30.2857142857143,3.22347286035117,74.9333333333333,4.14565432256697,60.2222222222222,3.53878734762596,77.1250000000000,4.11251805424670,41.4666666666667,3.52667922523436,76.5000000000000,3.78936354173314
29.1250000000000,3.28372558356270,34.5714285714286,3.35379925508471,43.5384615384615,4.11564821336834,69.5714285714286,3.99098107393101,73.8333333333333,3.56484137045448,52.7142857142857,3.85338828473826,74.8571428571429,3.73002595598601,80.2000000000000,4.96206097317191,31.6000000000000,3.67036804967707,76.1428571428571,3.96659347959502
45.8666666666667,3.41841760637692,48.5333333333333,3.14311048614065,43.4666666666667,3.70754890269250,45.7857142857143,3.72946099611738,46.4615384615385,3.06688709657214,60.5000000000000,3.65722345490446,40.6666666666667,3.45758700830099,88.8750000000000,2.91126426910445,66.7500000000000,3.83561581475601,61.8666666666667,3.80143335282144
72.1081081081081,4.76951134437441,57.1250000000000,3.84559080903757,65.1111111111111,3.92621110658745,67.7142857142857,4.10499688776863,51.4285714285714,3.15852075355477,37,3.37210949169031,41.6000000000000,3.60427313227330,46.5333333333333,3.33843800153266,45,3.75401563679145,76.8000000000000,3.75291756637161
31,3.34987135123234,77.4117647058824,3.71171641027247,58.4285714285714,3.18390924634822,61.2000000000000,3.96708552141023,44.3750000000000,3.31207588705324,31.1428571428571,3.73878372587503,26.2857142857143,3.20247267867731,81.6000000000000,4.15004878918032,45.6000000000000,4.04703199172425,41.4285714285714,3.31376893074933
77,4.01349104925163,64.1333333333333,2.70752406693023,39.6666666666667,3.57070467039630,54.4285714285714,3.63695827552578,49.3000000000000,3.90364128646904,64.1333333333333,3.61223923820508,42.7500000000000,3.57724760994572,69.4117647058824,3.33627691175108,52.9411764705882,3.88510916097335,75.1250000000000,3.79399844958428
43.2631578947368,3.60117611832461,31.0344827586207,3.20502253788616,30.5882352941177,3.13412187261208,72.5714285714286,4.08019211584457,48.9411764705882,3.82029507522343,63.6250000000000,3.71192259125442,48.8750000000000,3.84467231003670,67.0588235294118,3.93694328018562,69.3846153846154,3.68527790655651,32.5000000000000,3.14217057718335
33.7777777777778,3.60767394485200,46.2352941176471,3.82362156245571,59.1250000000000,4.19101754246364,35.1111111111111,3.54265428336778,80.4705882352941,3.95608810464913,62.7272727272727,4.32404721164480,56.6250000000000,3.78606607693154,66.9411764705882,4.27493964373598,30.2666666666667,3.16574802986524,49.5384615384615,3.61196628201908
42.5714285714286,3.31586120213913,41.8666666666667,3.72443361992130,57.6000000000000,3.03281503825089,51.6000000000000,3.99557237758069,38.4000000000000,3.19010534010327,57.7777777777778,3.68327113640445,30.2500000000000,3.24379710601498,49.1764705882353,3.97614502488098,23.1428571428571,3.43992187604114,38.7058823529412,3.47289478652649
25.7777777777778,3.40871149210364,24.7500000000000,2.77221562441306,45.7333333333333,3.64517964271745,27.1250000000000,2.43430197351961,67.6666666666667,3.81013510083342,78.3750000000000,4.09266512019564,65,3.72766859131290,45.6470588235294,3.59542407846394,42.6250000000000,3.73922716295837,49.8571428571429,3.55278026637635
