Hint,y0,Sparsity,Size,Topography,Classification
2.2030000000000003,0.9772200000000001,0.0,0.6916,0.65074,S
4.4709,0.52677,0.0,0.3576,0.67242,S
2.1385,0.57302,1.0,0.0,0.0,D
4.4583,0.71178,0.0,0.5764,0.37688,S
3.9326,0.85762,0.0,0.672,0.38926,S
2.5629,0.68007,0.0,0.436,0.6635,S
4.8007,1.1082,0.0,1.0,0.0,NS
3.7858,0.7891199999999999,0.0,0.5832,0.55156,S
3.3160000000000003,0.9547399999999999,0.0,0.7908,0.3648,S
4.4910000000000005,0.41052,1.0,0.0,0.0,D
4.5219,0.9917,0.0,0.7844,0.10801,S
3.4398,0.47047,1.0,0.0,0.0,D
2.1666,0.66103,1.0,0.0,0.0,D
4.7184,1.1166,0.0,1.0,0.0,NS
2.1273,0.7333,0.1,0.43643999999999994,0.7439899999999999,S
4.4096,1.103,0.0,1.0,0.0,NS
3.3614,0.71208,0.0,0.5052,0.29746,S
4.5946,0.63888,0.0,0.4924,0.89746,S
3.7715,0.81721,0.0,0.6036,0.28662,S
3.8348,1.1448,0.0,1.0,0.0,NS
3.2588,0.8582799999999999,0.0,0.652,0.47444,S
2.3661,0.9807100000000001,0.0,0.7216,0.71712,S
4.5360000000000005,0.60064,0.0,0.444,0.9526100000000001,S
3.0210000000000004,0.78666,0.0,0.574,0.74206,S
3.9802,1.0792,0.0,1.0,0.0,NS
3.2754,1.1737,0.0,1.0,0.0,NS
2.9972,0.71227,0.0,0.4924,0.64163,S
2.1762,0.8301299999999999,0.0,0.552,0.7478199999999999,S
2.9733,0.49531000000000003,1.0,0.0,0.0,D
3.9514,0.594,0.0,0.4236,0.8355899999999999,S
3.4383,0.52864,1.0,0.0,0.0,D
3.6725,0.6201300000000001,0.0,0.4316,0.80489,S
2.1096,0.50453,1.0,0.0,0.0,D
4.7286,1.1604,0.0,1.0,0.0,NS
2.1390000000000002,0.93894,0.0,0.7104,0.38321,S
4.9776,0.95647,0.0,0.818,0.10647000000000001,S
3.5231,0.40531,1.0,0.0,0.0,D
3.3217,1.1497,0.0,1.0,0.0,NS
4.0556,0.69379,0.0,0.5168,0.77055,S
3.2624,0.46724,1.0,0.0,0.0,D
2.5283,0.67537,0.06,0.42298,0.67947,S
4.4818,0.8212799999999999,0.0,0.6304,0.77036,S
2.56,0.77984,0.0,0.5452,0.7652800000000001,S
2.5512,0.9596600000000001,0.0,0.7132,0.29736,S
3.218,1.1224,0.0,1.0,0.0,NS
2.3265,0.9985700000000001,0.0,0.792,0.080959,S
4.7493,0.9526700000000001,0.0,0.7848,0.47415,S
2.5996,1.1022,0.0,1.0,0.0,NS
4.3854,1.0457,0.0,1.0,0.0,NS
2.8031,1.1621,0.0,1.0,0.0,NS
2.6188,0.99625,0.0,0.7384,0.7267100000000001,S
4.6288,1.0309,0.0,1.0,0.0,NS
2.3611,1.1499,0.0,1.0,0.0,NS
4.0871,0.51667,0.14,0.32326,0.75372,S
3.9321,0.62027,0.0,0.4492,0.60144,S
4.0037,1.1468,0.0,1.0,0.0,NS
2.7359,1.1184,0.0,1.0,0.0,NS
4.7138,0.50322,0.02,0.35184,0.94294,S
3.9627,1.1737,0.0,1.0,0.0,NS
2.3718,0.50012,1.0,0.0,0.0,D
3.0445,0.6369199999999999,0.0,0.4264,0.67242,S
2.7113,0.73869,0.0,0.5188,0.67213,S
4.6368,0.9531299999999999,0.0,0.7908,0.1905,S
4.9066,1.068,0.0,1.0,0.0,NS
2.6582,0.67778,0.0,0.4368,0.4846,S
3.1475,0.50203,1.0,0.0,0.0,D
2.1626,0.98005,0.0,0.7576,0.65583,S
2.0002,0.76394,0.06,0.47447,0.57692,S
2.8296,1.1414,0.0,1.0,0.0,NS
4.7442,0.51784,0.0,0.3564,0.8405799999999999,S
4.6527,0.41871,1.0,0.0,0.0,D
4.9956,1.0141,0.0,0.9748,0.059088999999999996,NS
4.0096,0.9537200000000001,0.0,0.7224,0.19165,S
4.2251,0.52555,0.0,0.34600000000000003,0.75962,S
3.3187,0.84944,0.0,0.6224,0.83645,S
4.8949,1.0087,0.0,0.8676,0.016019,S
4.8738,1.1912,0.0,1.0,0.0,NS
3.2724,0.86661,0.0,0.6724,0.21247,S
4.7262,0.8512200000000001,0.0,0.6712,0.5859,S
3.7282,1.1489,0.0,1.0,0.0,NS
3.0319,0.69488,0.0,0.4872,0.78369,S
2.6639999999999997,0.42603,1.0,0.0,0.0,D
4.103,0.82291,0.0,0.6736,0.17928,S
3.6736,0.94266,0.0,0.8140000000000001,0.42331,S
3.6265,0.9873,0.0,0.7784,0.18878,S
2.1318,0.48505,1.0,0.0,0.0,D
4.5573,0.54614,0.0,0.382,0.52528,S
3.7571,1.0014,0.0,0.8548,0.23740999999999998,S
3.2176,0.88282,0.0,0.6536,0.47308999999999996,S
2.8818,0.84144,0.0,0.6144,0.51415,S
4.0933,0.64328,0.0,0.5332,0.45726999999999995,S
4.7776,0.94837,0.0,0.8208,0.56019,S
4.7508,0.50492,0.0,0.3384,0.8382700000000001,S
3.7582,0.66942,0.0,0.478,0.78906,S
2.5837,0.7332,0.0,0.4976,0.43778999999999996,S
3.6868,0.9267200000000001,0.0,0.7196,0.54695,S
4.4329,1.0327,0.0,0.9984,0.0,NS
4.5891,1.0084,0.0,0.8172,0.013429,S
3.3219,0.68567,0.0,0.4912,0.8523700000000001,S
2.5247,0.7309399999999999,0.0,0.4908,0.7671899999999999,S
4.2863,0.40344,1.0,0.0,0.0,D
2.1052,0.9727399999999999,0.0,0.64,0.72978,S
2.4591,0.9775799999999999,0.0,0.784,0.67156,S
3.0826,0.73915,0.0,0.5432,0.5201899999999999,S
2.326,0.55028,1.0,0.0,0.0,D
4.1279,0.88074,0.0,0.6964,0.67089,S
2.7792,0.5688300000000001,1.0,0.0,0.0,D
3.8068,1.0479,0.0,1.0,0.0,NS
3.6851,0.6533,0.0,0.4844,0.55098,S
4.6895,0.42232,1.0,0.0,0.0,D
2.2303,0.69605,0.16,0.42618999999999996,0.8952700000000001,S
3.9693,0.6554300000000001,0.0,0.4912,0.40815,S
2.5176,0.7620100000000001,0.0,0.508,0.74427,S
2.7365,0.59772,1.0,0.0,0.0,D
2.7181,1.0326,0.0,0.9632,0.091511,NS
4.8264,0.60001,0.0,0.4968,0.8587100000000001,S
2.2094,0.9973299999999999,0.0,0.7052,0.1553,S
3.1197,0.40505,1.0,0.0,0.0,D
2.0272,0.9268200000000001,0.0,0.6496,0.49468,S
4.9355,0.7984100000000001,0.0,0.638,0.56518,S
2.6403,1.0736,0.0,0.932,0.032806,NS
3.8623,0.68329,0.0,0.5032,0.83367,S
3.0638,0.67573,0.0,0.45799999999999996,0.47808,S
4.2078,0.65427,0.0,0.504,0.42177,S
3.6655,0.9862200000000001,0.0,0.7884,0.11405,S
4.7410000000000005,0.6518,0.0,0.5308,0.68921,S
3.2112,0.41988000000000003,1.0,0.0,0.0,D
3.0393,0.80132,0.0,0.5844,0.84201,S
4.8085,1.1084,0.0,1.0,0.0,NS
2.4508,0.49058,1.0,0.0,0.0,D
4.6511,0.75393,0.0,0.5892,0.52173,S
4.3437,0.75041,0.0,0.622,0.50647,S
3.8928,0.92543,0.0,0.7596,0.18091,S
3.8744,0.84465,0.0,0.6592,0.38293,S
2.3711,0.46967,1.0,0.0,0.0,D
4.9344,0.5677800000000001,0.0,0.4132,0.89228,S
2.3865,0.51664,1.0,0.0,0.0,D
4.1202,1.0916,0.0,1.0,0.0,NS
4.4218,0.40015,1.0,0.0,0.0,D
4.6176,0.51267,0.0,0.3496,0.73151,S
2.5536,0.57352,1.0,0.0,0.0,D
3.0458,0.42875,1.0,0.0,0.0,D
3.4819999999999998,0.49916000000000005,1.0,0.0,0.0,D
3.2316,0.6895,0.0,0.502,0.68489,S
2.8579,0.41039,1.0,0.0,0.0,D
4.1929,0.97716,0.0,0.972,0.19635,NS
4.4239999999999995,0.7732,0.0,0.6188,0.77477,S
3.5354,0.70975,0.0,0.532,0.633,S
4.9232,0.72116,0.0,0.5848,0.69487,S
2.256,0.79387,0.0,0.5496,0.7624,S
3.5243,0.42453,1.0,0.0,0.0,D
3.8085,1.1894,0.0,1.0,0.0,NS
4.9523,0.95126,0.0,0.8344,0.45832,S
3.9513,0.76698,0.0,0.5828,0.6714600000000001,S
2.6306,0.8236700000000001,0.0,0.5652,0.38149,S
4.5318,0.4077,1.0,0.0,0.0,D
4.4402,0.70315,0.0,0.5616,0.81688,S
2.4774,0.55489,1.0,0.0,0.0,D
2.4688,0.70743,0.0,0.466,0.68412,S
2.9333,0.43373999999999996,1.0,0.0,0.0,D
4.5028,1.1749,0.0,1.0,0.0,NS
4.9225,0.54548,0.0,0.3848,0.27155999999999997,S
2.8447,1.1751,0.0,1.0,0.0,NS
3.1727,0.8735700000000001,0.0,0.6348,0.40748,S
4.505,0.51174,0.0,0.3472,0.79098,S
4.9364,1.0169,0.0,1.0,0.0,NS
4.9636,0.78425,0.0,0.634,0.67655,S
3.3307,0.66209,0.0,0.4976,0.8683,S
3.5439999999999996,0.8225100000000001,0.0,0.6304,0.41266,S
4.322,1.0067,0.0,0.8888,0.0,S
2.2769,0.96586,0.0,0.6872,0.76825,S
3.3859,0.94901,0.0,0.8888,0.62149,S
4.3928,1.1984,0.0,1.0,0.0,NS
2.8277,0.9459200000000001,0.0,0.816,0.55118,S
4.1211,0.80871,0.0,0.6112,0.43788999999999995,S
3.9952,1.1329,0.0,1.0,0.0,NS
4.0718,1.0704,0.0,1.0,0.0,NS
3.0075,1.0484,0.0,0.996,0.0,NS
4.7059,0.42822,1.0,0.0,0.0,D
2.8385,0.8793200000000001,0.0,0.654,0.23847,S
3.6718,1.0107,0.0,1.0,0.0,NS
3.5186,0.8945700000000001,0.0,0.6928,0.17918,S
2.2741,0.7266600000000001,0.0,0.4532,0.79597,S
3.7379,0.71825,0.0,0.53,0.7976,S
3.2783,0.68258,0.0,0.49,0.74993,S
3.3884,0.45663000000000004,1.0,0.0,0.0,D
3.4266,0.9279999999999999,0.0,0.9512,0.18369000000000002,NS
4.5338,0.84993,0.0,0.6964,0.42465,S
3.2032,0.93375,0.0,0.7292,0.5926100000000001,S
2.7674,1.0672,0.0,1.0,0.0,NS
3.7388,0.5302,0.52,0.33333,0.9108700000000001,S
3.2561,0.4915,1.0,0.0,0.0,D
2.1381,1.1315,0.0,1.0,0.0,NS
4.5848,1.195,0.0,1.0,0.0,NS
4.6934,0.56798,0.0,0.4144,0.81525,S
3.4201,0.90259,0.0,0.7076,0.5360199999999999,S
3.2699,1.1128,0.0,1.0,0.0,NS
3.8875,0.74526,0.0,0.5528,0.41698,S
2.3812,0.59155,1.0,0.0,0.0,D
2.6745,0.9032100000000001,0.0,0.6544,0.63041,S
3.5742,0.51221,1.0,0.0,0.0,D
3.9560000000000004,0.53112,0.26,0.34324,0.8539100000000001,S
3.7793,0.53885,0.54,0.34,0.9633,S
4.3241,0.58799,0.0,0.4304,0.67118,S
2.4168,0.90481,0.0,0.6344,0.62034,S
3.7786,1.0964,0.0,1.0,0.0,NS
2.6854,0.5038199999999999,1.0,0.0,0.0,D
4.8076,0.61829,0.0,0.4656,0.30321,S
4.1369,1.1572,0.0,1.0,0.0,NS
4.6605,0.55204,0.0,0.4004,0.80106,S
4.5501,0.6625300000000001,0.0,0.5072,0.82245,S
4.716,1.0229,0.0,0.9724,0.0,NS
2.0832,0.58492,1.0,0.0,0.0,D
3.8984,0.86669,0.0,0.6679999999999999,0.33132,S
2.2104,1.1525,0.0,1.0,0.0,NS
2.7872,0.8983899999999999,0.0,0.7196,0.38743,S
2.4909,0.61133,1.0,0.0,0.0,D
4.6221,1.0956,0.0,1.0,0.0,NS
4.5953,0.9984200000000001,0.0,0.8708,0.12220999999999999,S
3.3055,0.40755,1.0,0.0,0.0,D
4.4957,0.71745,0.0,0.5504,0.61266,S
3.1773,1.0846,0.0,1.0,0.0,NS
2.7343,0.96125,0.0,0.7184,0.1458,S
3.1505,0.8387100000000001,0.0,0.61,0.8516100000000001,S
2.4544,0.58983,1.0,0.0,0.0,D
3.6298,1.0889,0.0,1.0,0.0,NS
4.5214,0.6783899999999999,0.0,0.52,0.75233,S
3.3828,0.81642,0.0,0.61,0.48336,S
2.443,1.1729,0.0,1.0,0.0,NS
3.5518,0.9559700000000001,0.0,0.9624,0.13832,NS
2.7829,1.181,0.0,1.0,0.0,NS
3.7503,0.92643,0.0,0.696,0.26532,S
4.3555,0.80693,0.0,0.6496,0.67703,S
4.3614,0.65592,0.0,0.4816,0.41276,S
4.1073,0.7041,0.0,0.5444,0.8266700000000001,S
3.9985,0.72875,0.0,0.5508,0.8334799999999999,S
4.5202,1.0622,0.0,1.0,0.0,NS
2.1931,0.7127899999999999,0.18,0.43268,0.4647,S
2.6753,1.0105,0.0,0.7528,0.53765,S
4.0169999999999995,0.6556,0.0,0.4816,0.73516,S
3.8975,0.9994799999999999,0.0,1.0,0.0,NS
4.1298,0.44937,1.0,0.0,0.13189,D
2.7355,0.9792299999999999,0.0,0.7756,0.33679000000000003,S
2.6779,0.87508,0.0,0.6252,0.44221000000000005,S
2.6310000000000002,0.7986300000000001,0.0,0.5684,0.69631,S
4.7843,0.65513,0.0,0.4908,0.9083899999999999,S
4.8636,0.56196,0.0,0.4592,0.8206200000000001,S
2.5113,0.63071,1.0,0.0,0.32598,D
4.8319,1.0107,0.0,0.8564,0.0,S
4.7314,1.1704,0.0,1.0,0.0,NS
2.0264,0.9078299999999999,0.0,0.6044,0.30158,S
2.7871,0.5151100000000001,1.0,0.0,0.0,D
3.7496,0.65177,0.0,0.4868,0.67079,S
3.533,1.1266,0.0,1.0,0.0,NS
4.269,0.6659,0.0,0.5212,0.8005800000000001,S
4.4112,0.56585,0.0,0.396,0.77103,S
4.5998,0.57139,0.0,0.4468,0.7620100000000001,S
4.6357,0.46836000000000005,0.8,0.29,0.9501200000000001,S
3.1401,1.0277,0.0,0.8376,0.16355,S
4.7994,0.73251,0.0,0.5948,0.8738600000000001,S
4.3458,0.4888,0.82,0.28889000000000004,0.9717600000000001,S
2.3484,0.95131,0.0,0.6696,0.26753000000000005,S
3.2739,0.78666,0.0,0.594,0.43463,S
3.9746,0.85787,0.0,0.6608,0.28796,S
2.0886,0.43733999999999995,1.0,0.0,0.0,D
4.9407,0.71128,0.0,0.5556,0.33324000000000004,S
3.9645,1.0986,0.0,1.0,0.0,NS
4.7741,0.44254,1.0,0.0,0.9952,D
2.472,0.52181,1.0,0.0,0.0,D
4.4634,0.45955,1.0,0.0,0.30935,D
3.8618,0.61783,0.0,0.43200000000000005,0.8183199999999999,S
3.4416,0.50995,1.0,0.0,0.0,D
3.6533,0.86224,0.0,0.654,0.51847,S
4.423,0.9264,0.0,0.708,0.58695,S
4.9219,0.50468,0.0,0.3524,0.8735700000000001,S
3.9373,0.5976600000000001,0.0,0.4208,0.51674,S
2.1196,1.0449,0.0,0.7764,0.20739000000000002,S
2.4203,0.8224799999999999,0.0,0.5796,0.8665700000000001,S
2.9752,1.0643,0.0,0.9992,0.0,NS
4.2672,0.56965,0.0,0.4116,0.64355,S
2.9162,0.95985,0.0,0.7068,0.28384000000000004,S
4.3245,0.53446,0.0,0.3612,0.6001,S
2.5653,0.45611999999999997,1.0,0.0,0.0,D
3.2601,1.0515,0.0,0.8492,0.096787,S
2.5379,0.55989,1.0,0.0,0.0,D
2.3244,0.94491,0.0,0.6904,0.6330899999999999,S
2.6413,0.9809,0.0,0.7396,0.8487299999999999,S
3.8724,1.1508,0.0,1.0,0.0,NS
3.935,1.0237,0.0,0.8128,0.020624,S
2.5103,1.0864,0.0,1.0,0.0,NS
2.0981,1.1786,0.0,1.0,0.0,NS
3.0614,0.67025,0.0,0.4524,0.81823,S
3.6388,1.0122,0.0,0.8388,0.037698,S
4.3124,1.1154,0.0,1.0,0.0,NS
2.1901,0.5229600000000001,1.0,0.0,0.0,D
3.9163,0.73947,0.0,0.5576,0.34321,S
2.1044,1.1287,0.0,1.0,0.0,NS
4.7288,0.72421,0.0,0.5592,0.77554,S
2.1357,0.7288,0.08,0.44652,0.37858,S
4.3516,0.7139300000000001,0.0,0.544,0.39204,S
2.4008,0.7821600000000001,0.0,0.534,0.3835,S
2.2356,0.97572,0.0,0.6996,0.57928,S
4.8535,0.54678,0.0,0.3928,0.5062800000000001,S
4.0493,1.0438,0.0,1.0,0.0,NS
4.2004,0.72907,0.0,0.55,0.84393,S
3.8008,0.45033,1.0,0.0,0.0,D
2.4643,0.64788,0.96,0.39,0.98801,S
3.1187,0.88615,0.0,0.6532,0.74043,S
2.1829,0.70229,0.44,0.4,0.71372,S
2.4067,1.1002,0.0,1.0,0.0,NS
2.7353,1.0378,0.0,0.8564,0.25305,S
3.1138,0.55037,1.0,0.0,0.0,D
2.9074,0.72758,0.0,0.5,0.57602,S
4.5869,1.0658,0.0,1.0,0.0,NS
4.2327,0.5390199999999999,0.0,0.3696,0.90974,S
4.8701,0.80802,0.0,0.6832,0.26811,S
2.3562,0.8715,0.0,0.596,0.86235,S
4.3908,0.5947,0.0,0.4608,0.52,S
3.9841,1.0433,0.0,1.0,0.0,NS
2.4056,0.7632399999999999,0.0,0.5076,0.8383700000000001,S
3.4739,1.1122,0.0,1.0,0.0,NS
4.8362,0.8266899999999999,0.0,0.6512,0.75664,S
4.8687,0.50065,0.0,0.3444,0.9059,S
4.901,0.58478,0.0,0.43799999999999994,0.8864299999999999,S
2.676,0.77861,0.0,0.5244,0.5232600000000001,S
2.8007,0.44408000000000003,1.0,0.0,0.0,D
2.7076,0.78597,0.0,0.5544,0.8371200000000001,S
3.7865,0.8363200000000001,0.0,0.6584,0.79472,S
4.9787,0.78032,0.0,0.6244,0.41428999999999994,S
2.2613,0.63953,1.0,0.0,0.0,D
3.3043,0.59543,0.1,0.37511,0.71021,S
