Participation_rate_1,Amplitude_1,Participation_rate_2,Amplitude_2,Participation_rate_3,Amplitude_3,Participation_rate_4,Amplitude_4,Participation_rate_5,Amplitude_5,Participation_rate_6,Amplitude_6,Participation_rate_7,Amplitude_7,Participation_rate_8,Amplitude_8,Participation_rate_9,Amplitude_9,Participation_rate_10,Amplitude_10
85.4117647058824,7.30460751910117,91.8666666666667,7.37171916076798,62.1250000000000,5.87484670519153,60.8571428571429,4.19897956521965,64.9375000000000,6.39104877411166,64.3448275862069,6.83130392732783,73.8750000000000,6.80897288629061,83.3750000000000,6.66922161149872,41.8666666666667,5.99098301428772,30.7500000000000,5.40997935432261
21.2857142857143,4.45386411935620,57.2500000000000,6.44505743213777,39.5714285714286,4.85662465887250,74.2352941176471,6.32512557047742,36.8571428571429,5.17709445290199,60.3750000000000,6.59973768655959,74.4444444444444,6.90006097633272,43.6842105263158,5.94269850753663,45.6250000000000,4.70535231338191,89.4666666666667,7.45958941711552
57.7647058823529,6.25269513370321,76,6.00168519431207,77.4000000000000,7.21548025670426,86.9411764705882,7.08451574125776,66.8000000000000,6.69639039417368,67.4117647058824,6.63977586518446,43.8461538461539,5.85480672820285,83.8823529411765,6.92396147605095,27,5.35371669193913,97.7333333333333,7.93335131855375
71.5714285714286,5.28342765155259,66.5000000000000,6.17912860056388,57.4666666666667,4.58754881863049,67.1428571428571,3.95349620141436,37.2500000000000,4.97723243593663,50.5333333333333,5.92595939091830,35.2941176470588,4.86919745736255,75.4117647058824,3.38376182483993,22.7500000000000,5.53444389242421,99.0769230769231,7.81089332338786
73.2500000000000,7.04152043516732,72.7058823529412,6.93940764637451,23.1428571428571,4.86473500223997,66.1111111111111,5.97706963037613,27.5000000000000,4.17649420111833,28.6666666666667,6.49341542095198,81.8750000000000,6.43257790370125,45.9166666666667,6.88309893433027,90.8750000000000,7.55167559126221,47.0666666666667,5.51307997938257
62.2352941176471,4.76899274031040,50.3636363636364,5.87774324368507,57.8666666666667,6.30973443488209,88,4.58506804161670,67.4666666666667,6.98250710782518,68.6666666666667,6.53727115202821,60.7500000000000,6.05188188197710,62.6315789473684,6.19812061450215,83.7333333333333,7.05940567565145,92.3750000000000,7.56856447673226
20.5000000000000,5.01194881966956,74.7692307692308,7.03739726781547,79.3333333333333,7.06057935936012,35.6666666666667,5.07658414632172,70.4285714285714,6.64382653973927,91.2857142857143,7.24272114484709,91.2941176470588,8.03900411924826,47,4.86526034995927,97.3333333333333,7.28833709718303,69.2500000000000,6.70739597907240
56.7692307692308,5.42971114206832,29.6000000000000,5.11038352185145,45.4666666666667,5.21090488644783,94.3750000000000,6.65286618875582,66.1538461538462,6.71961142559149,48.7777777777778,6.49947824269072,59.2500000000000,6.05039728981340,82.3076923076923,6.78615949069946,94.9333333333333,7.41428868441602,53.5714285714286,5.24701251511758
35.2307692307692,4.18132649831509,59.0769230769231,5.61721169099462,66.5333333333333,6.75163000591191,63.2857142857143,5.85681445607252,66.3529411764706,6.60379344316961,22.5454545454545,4.62495195254361,37.5714285714286,3.50926101721202,41.0666666666667,4.83991166850858,66.1333333333333,5.96754880503218,58.3750000000000,4.74475829372729
43.8823529411765,5.61019613338694,57.1428571428571,6.33400826895052,32,5.57432910323152,74.7058823529412,7.13342984931099,95.5714285714286,8.16601616736155,57.0588235294118,5.89101091680817,85.2222222222222,6.51064384941176,85.1764705882353,6.98830036856904,88.4705882352941,7.32281675022201,98.4285714285714,8.02170937004278
38.1428571428571,5.25995212268525,47.8666666666667,5.77702962957886,59.8461538461539,6.23571613553394,66.2666666666667,6.07631731420169,60.3750000000000,6.62942153694670,36.8888888888889,4.96931142238736,69.3333333333333,6.19175427355241,85.0476190476191,8.26549655598492,48.1333333333333,6.08766061077509,64.9333333333333,6.41632160721415
