Hint,y0,Sparsity,Size,Topography,Classification
inf,1.1089,0,1.0,0.0,NS
inf,0.9747399999999999,0,1.0,0.0,NS
inf,0.9088299999999999,0,1.0,0.0,NS
inf,1.0584,0,1.0,0.0,NS
inf,0.43094,0,0.4124,0.66974,S
inf,0.63949,0,0.6512,0.43751,S
inf,0.55272,0,0.5116,0.9092600000000001,S
inf,0.55674,0,0.5468,0.90436,S
inf,0.88125,0,0.7879999999999999,0.11625999999999999,S
inf,1.1532,0,1.0,0.0,NS
inf,0.78919,0,0.73,0.35703,S
inf,0.55853,0,0.5204,0.5495399999999999,S
inf,0.64323,0,0.6008,0.6037399999999999,S
inf,1.16,0,1.0,0.0,NS
inf,0.82815,0,0.778,0.073189,S
inf,1.0087,0,1.0,0.0,NS
inf,0.93553,0,1.0,0.0,NS
inf,0.5353100000000001,0,0.502,0.77525,S
inf,0.7802100000000001,0,0.7672,0.12095999999999998,S
inf,0.5764,0,0.5492,0.89928,S
inf,1.1574,0,1.0,0.0,NS
inf,0.50253,0,0.5064,0.8784700000000001,S
inf,0.77389,0,0.688,0.52547,S
inf,1.1275,0,1.0,0.0,NS
inf,0.67893,0,0.6516,0.40508,S
inf,0.91459,0,1.0,0.0,NS
inf,1.1003,0,1.0,0.0,NS
inf,0.58894,0,0.568,0.6350100000000001,S
inf,0.5309,0,0.4904,0.47415,S
inf,0.70105,0,0.662,0.75434,S
inf,0.9456700000000001,0,1.0,0.0,NS
inf,0.7059,0,0.718,0.8322299999999999,S
inf,0.8610200000000001,0,0.9412,0.0,NS
inf,0.6630199999999999,0,0.612,0.92863,S
inf,1.0635,0,1.0,0.0,NS
inf,0.99875,0,1.0,0.0,NS
inf,0.8347600000000001,0,0.82,0.71434,S
inf,1.122,0,1.0,0.0,NS
inf,1.1223,0,1.0,0.0,NS
inf,0.66808,0,0.6212,0.85036,S
inf,0.47263,0,0.456,0.87041,S
inf,0.50935,0,0.5272,0.8468100000000001,S
inf,0.47238,0,0.4528,0.9500200000000001,S
inf,0.5142800000000001,0,0.5028,0.90369,S
inf,0.88239,0,0.8364,0.0,S
inf,0.44392,0,0.4344,0.94868,S
inf,0.7317100000000001,0,0.682,0.25429,S
inf,0.43772,0,0.4212,0.9091600000000001,S
inf,0.4666,0,0.4416,0.93381,S
inf,0.76154,0,0.6968,0.16422,S
inf,0.7741,0,0.7164,0.15885,S
inf,0.8372700000000001,0,0.7928,0.8033600000000001,S
inf,0.9092100000000001,0,1.0,0.0,NS
inf,0.7390000000000001,0,0.6624,0.42945,S
inf,0.6271100000000001,0,0.5944,0.6964,S
inf,0.72506,0,0.6688,0.57228,S
inf,0.40773000000000004,0,0.406,0.93132,S
inf,0.49672,0,0.4608,0.77746,S
inf,0.59765,0,0.5704,0.7398600000000001,S
inf,1.0587,0,1.0,0.0,NS
inf,0.52767,0,0.5388,0.85141,S
inf,0.8703700000000001,0,0.8276,0.035588,S
inf,0.76712,0,0.6876,0.93755,S
inf,0.48553999999999997,0,0.4764,0.9247,S
inf,0.75642,0,0.6964,0.52451,S
inf,0.76367,0,0.7120000000000001,0.63271,S
inf,1.1211,0,1.0,0.0,NS
inf,0.54197,0,0.512,0.7872399999999999,S
inf,0.53004,0,0.5148,0.9076299999999999,S
inf,0.82845,0,0.7496,0.14388,S
inf,1.149,0,1.0,0.0,NS
inf,0.55433,0,0.5192,0.6904600000000001,S
inf,0.9212,0,1.0,0.0,NS
inf,1.1941,0,1.0,0.0,NS
inf,0.9935299999999999,0,1.0,0.0,NS
inf,0.9682700000000001,0,1.0,0.0,NS
inf,0.5274300000000001,0,0.5376,0.72758,S
inf,0.83206,0,0.7536,0.10935,S
inf,0.67803,0,0.65,0.59741,S
inf,1.1817,0,1.0,0.0,NS
inf,0.81505,0,0.7912,0.65823,S
inf,0.89751,0,1.0,0.0,NS
inf,0.74098,0,0.6828,0.60988,S
inf,0.46688999999999997,0,0.446,0.87635,S
inf,0.86839,0,0.8284,0.25573,S
inf,0.8466899999999999,0,0.7752,0.039329,S
inf,1.1871,0,1.0,0.0,NS
inf,0.7831899999999999,0,0.7032,0.12758,S
inf,0.98155,0,1.0,0.0,NS
inf,0.76059,0,0.7996,0.42811000000000005,S
inf,0.58296,0,0.5552,0.56863,S
inf,0.65183,0,0.6088,0.45918000000000003,S
inf,0.61768,0,0.5816,0.56729,S
inf,1.1321,0,1.0,0.0,NS
inf,1.1868,0,1.0,0.0,NS
inf,0.77709,0,0.6940000000000001,0.47156000000000003,S
inf,0.6854899999999999,0,0.61,0.39904,S
inf,0.79185,0,0.7044,0.098129,S
inf,0.54478,0,0.5028,0.5836899999999999,S
inf,0.8658399999999999,0,0.7984,0.63261,S
inf,0.90751,0,1.0,0.0,NS
inf,0.5597300000000001,0,0.5396,0.54945,S
inf,0.51051,0,0.494,0.68077,S
inf,0.54638,0,0.5152,0.72969,S
inf,0.44098000000000004,0,0.428,0.9431200000000001,S
inf,0.47902,0,0.4632,0.9341,S
inf,0.5656800000000001,0,0.5452,0.46878000000000003,S
inf,0.90384,0,1.0,0.0,NS
inf,0.47603,0,0.4436,0.6353,S
inf,1.1249,0,1.0,0.0,NS
inf,0.56528,0,0.5372,0.89535,S
inf,0.9915299999999999,0,1.0,0.0,NS
inf,0.72782,0,0.6692,0.36537,S
inf,1.1104,0,1.0,0.0,NS
inf,1.0427,0,1.0,0.0,NS
inf,0.6702100000000001,0,0.608,0.8951600000000001,S
inf,0.5300600000000001,0,0.5228,0.7759199999999999,S
inf,1.0839,0,1.0,0.0,NS
inf,0.86013,0,0.7916,0.21631,S
inf,0.48777,0,0.478,0.5601,S
inf,1.0678,0,1.0,0.0,NS
inf,0.6885,0,0.662,0.4705,S
inf,0.9786299999999999,0,1.0,0.0,NS
inf,1.065,0,1.0,0.0,NS
inf,1.07,0,1.0,0.0,NS
inf,1.1749,0,1.0,0.0,NS
inf,1.1438,0,1.0,0.0,NS
inf,0.41501000000000005,0,0.4044,0.84998,S
inf,0.9169700000000001,0,1.0,0.0,NS
inf,0.7148100000000001,0,0.7056,0.74935,S
inf,0.85941,0,1.0,0.0,NS
inf,1.0403,0,1.0,0.0,NS
inf,0.41128000000000003,0,0.4132,0.88681,S
inf,0.42273999999999995,0,0.4188,0.8448,S
inf,0.8370700000000001,0,0.8092,0.47952,S
inf,0.41611000000000004,0,0.3996,0.7326600000000001,S
inf,0.45731000000000005,0,0.446,0.9082,S
inf,0.53904,0,0.5184,0.84345,S
inf,0.56238,0,0.5379999999999999,0.9035,S
inf,1.103,0,1.0,0.0,NS
inf,0.7098899999999999,0,0.6472,0.64662,S
inf,0.54425,0,0.5132,0.8115100000000001,S
inf,0.53308,0,0.508,0.8486299999999999,S
inf,0.9316200000000001,0,1.0,0.0,NS
inf,0.5515100000000001,0,0.5272,0.81909,S
inf,0.44026000000000004,0,0.4348,0.8719399999999999,S
inf,1.151,0,1.0,0.0,NS
inf,1.1266,0,1.0,0.0,NS
inf,0.78783,0,0.8952,0.0,S
inf,1.0403,0,1.0,0.0,NS
inf,0.41128000000000003,0,0.4132,0.88681,S
inf,0.42273999999999995,0,0.4188,0.8448,S
inf,0.8370700000000001,0,0.8092,0.47952,S
inf,0.41611000000000004,0,0.3996,0.7326600000000001,S
inf,0.45731000000000005,0,0.446,0.9082,S
inf,0.53904,0,0.5184,0.84345,S
inf,0.56238,0,0.5379999999999999,0.9035,S
inf,1.103,0,1.0,0.0,NS
inf,0.55577,0,0.5236,0.46312,S
inf,1.117,0,1.0,0.0,NS
inf,1.1617,0,1.0,0.0,NS
inf,0.71232,0,0.6984,0.17976,S
inf,0.4736,0,0.45,0.89564,S
inf,1.005,0,1.0,0.0,NS
inf,1.1308,0,1.0,0.0,NS
inf,1.1268,0,1.0,0.0,NS
inf,0.6693899999999999,0,0.6228,0.93832,S
inf,0.60849,0,0.5720000000000001,0.6563100000000001,S
inf,1.0541,0,1.0,0.0,NS
inf,1.0132,0,1.0,0.0,NS
inf,0.66356,0,0.6068,0.88077,S
inf,1.0069,0,1.0,0.0,NS
inf,1.0506,0,1.0,0.0,NS
inf,0.89536,0,0.8192,0.075971,S
inf,0.96772,0,1.0,0.0,NS
inf,0.6398699999999999,0,0.6008,0.18561,S
inf,1.0761,0,1.0,0.0,NS
inf,0.68911,0,0.6392,0.70091,S
inf,0.50046,0,0.504,0.8968799999999999,S
inf,0.46492,0,0.4544,0.79683,S
inf,0.86735,0,0.7852,0.18445999999999999,S
inf,0.45624,0,0.4496,0.90369,S
inf,0.46492,0,0.4544,0.79683,S
inf,0.86735,0,0.7852,0.18445999999999999,S
inf,0.45624,0,0.4496,0.90369,S
inf,0.46492,0,0.4544,0.79683,S
inf,0.86735,0,0.7852,0.18445999999999999,S
inf,0.45624,0,0.4496,0.90369,S
inf,0.46492,0,0.4544,0.79683,S
inf,0.86735,0,0.7852,0.18445999999999999,S
inf,0.45624,0,0.4496,0.90369,S
inf,0.46492,0,0.4544,0.79683,S
inf,0.86735,0,0.7852,0.18445999999999999,S
inf,0.45624,0,0.4496,0.90369,S
inf,0.46492,0,0.4544,0.79683,S
inf,0.86735,0,0.7852,0.18445999999999999,S
inf,0.45624,0,0.4496,0.90369,S
inf,0.46492,0,0.4544,0.79683,S
inf,0.86735,0,0.7852,0.18445999999999999,S
inf,0.45624,0,0.4496,0.90369,S
inf,0.46492,0,0.4544,0.79683,S
inf,0.86735,0,0.7852,0.18445999999999999,S
inf,0.45624,0,0.4496,0.90369,S
inf,0.46492,0,0.4544,0.79683,S
inf,0.86735,0,0.7852,0.18445999999999999,S
inf,0.45624,0,0.4496,0.90369,S
inf,0.46492,0,0.4544,0.79683,S
inf,0.86735,0,0.7852,0.18445999999999999,S
inf,0.46271,0,0.4488,0.42541999999999996,S
inf,0.94234,0,1.0,0.0,NS
inf,0.9919600000000001,0,1.0,0.0,NS
inf,1.1928,0,1.0,0.0,NS
inf,0.7146,0,0.6644,0.8359700000000001,S
inf,0.8910100000000001,0,1.0,0.0,NS
inf,1.0925,0,1.0,0.0,NS
inf,0.56616,0,0.5728,0.49391,S
inf,1.034,0,1.0,0.0,NS
inf,0.8671700000000001,0,0.9956,0.0,NS
inf,1.0786,0,1.0,0.0,NS
inf,0.7902600000000001,0,0.7188,0.37535,S
inf,0.59925,0,0.5539999999999999,0.36556,S
inf,1.0258,0,1.0,0.0,NS
inf,0.50547,0,0.512,0.64787,S
inf,0.99198,0,1.0,0.0,NS
inf,0.7759199999999999,0,0.716,0.50465,S
inf,0.626,0,0.5708,0.7107899999999999,S
inf,0.90166,0,1.0,0.0,NS
inf,0.44443,0,0.4224,0.7407199999999999,S
inf,0.5947399999999999,0,0.5596,0.69899,S
inf,1.1342,0,1.0,0.0,NS
inf,0.80683,0,0.7188,0.57065,S
inf,0.9623299999999999,0,1.0,0.0,NS
inf,0.588,0,0.5668,0.85535,S
inf,0.61674,0,0.5828,0.94715,S
inf,0.8716700000000001,0,0.9972,0.0060431999999999994,NS
inf,0.76418,0,0.7128,0.82168,S
inf,0.41111000000000003,0,0.39399999999999996,0.50561,S
inf,0.42123999999999995,0,0.4232,0.34886999999999996,S
inf,0.8260200000000001,0,0.9392,0.0,NS
inf,0.80145,0,0.7276,0.7520399999999999,S
inf,0.5208,0,0.5016,0.9507899999999999,S
inf,1.1929,0,1.0,0.0,NS
inf,0.53333,0,0.5132,0.91309,S
inf,0.46193,0,0.4468,0.84115,S
inf,0.9792299999999999,0,1.0,0.0,NS
inf,0.61849,0,0.578,0.32719000000000004,S
inf,0.90535,0,1.0,0.0,NS
inf,0.95199,0,1.0,0.0,NS
inf,1.1704,0,1.0,0.0,NS
inf,1.145,0,1.0,0.0,NS
inf,0.6217600000000001,0,0.6008,0.84739,S
inf,0.8745200000000001,0,0.8708,0.0,S
inf,1.1154,0,1.0,0.0,NS
inf,0.44347,0,0.4288,0.86014,S
inf,0.56712,0,0.5432,0.66628,S
inf,0.92985,0,1.0,0.0,NS
inf,0.60836,0,0.5716,0.22935,S
inf,1.0223,0,1.0,0.0,NS
inf,0.8346899999999999,0,0.7748,0.37237,S
inf,0.82621,0,0.7552,0.51635,S
inf,0.6745800000000001,0,0.6184,0.62916,S
inf,0.9799399999999999,0,1.0,0.0,NS
inf,0.4954,0,0.4648,0.9509799999999999,S
inf,1.1882,0,1.0,0.0,NS
inf,0.9639700000000001,0,1.0,0.0,NS
inf,0.60469,0,0.5684,0.49122,S
inf,0.41568999999999995,0,0.4088,0.90523,S
inf,0.8176899999999999,0,0.774,0.45237,S
inf,1.18,0,1.0,0.0,NS
inf,0.8870600000000001,0,0.8324,0.42436,S
inf,0.6258600000000001,0,0.5888,0.33055,S
inf,0.78679,0,0.7052,0.70043,S
inf,0.97235,0,1.0,0.0,NS
inf,0.83847,0,0.7476,0.29362,S
inf,0.8609100000000001,0,0.8936,0.24911,S
inf,0.41677,0,0.4244,0.62408,S
inf,1.1508,0,1.0,0.0,NS
inf,0.61995,0,0.5732,0.51156,S
inf,0.82605,0,0.9612,0.0,NS
inf,0.53572,0,0.5036,0.80978,S
inf,0.58538,0,0.556,0.70878,S
inf,0.5361899999999999,0,0.5088,0.68201,S
inf,0.7458199999999999,0,0.7304,0.21468,S
inf,0.8703700000000001,0,0.8276,0.035588,S
inf,0.76712,0,0.6876,0.93755,S
inf,0.48553999999999997,0,0.4764,0.9247,S
inf,0.75642,0,0.6964,0.52451,S
inf,0.76367,0,0.7120000000000001,0.63271,S
inf,1.1211,0,1.0,0.0,NS
inf,0.54197,0,0.512,0.7872399999999999,S
inf,0.53004,0,0.5148,0.9076299999999999,S
inf,0.82845,0,0.7496,0.14388,S
inf,1.149,0,1.0,0.0,NS
inf,0.55433,0,0.5192,0.6904600000000001,S
inf,0.9212,0,1.0,0.0,NS
inf,1.1941,0,1.0,0.0,NS
inf,0.9935299999999999,0,1.0,0.0,NS
inf,0.9682700000000001,0,1.0,0.0,NS
inf,0.5274300000000001,0,0.5376,0.72758,S
inf,0.83206,0,0.7536,0.10935,S
inf,0.67803,0,0.65,0.59741,S
inf,1.1817,0,1.0,0.0,NS
inf,0.81505,0,0.7912,0.65823,S
inf,0.89751,0,1.0,0.0,NS
inf,0.74098,0,0.6828,0.60988,S
inf,0.46688999999999997,0,0.446,0.87635,S
inf,0.86839,0,0.8284,0.25573,S
inf,0.8466899999999999,0,0.7752,0.039329,S
inf,0.5159699999999999,0,0.4952,0.96499,S
inf,0.48043,0,0.4692,0.8918,S
inf,1.0426,0,1.0,0.0,NS
inf,0.7725,0,0.7164,0.72585,S
inf,0.55148,0,0.5188,0.93132,S
inf,0.43722,0,0.418,0.47778999999999994,S
inf,1.0402,0,1.0,0.0,NS
inf,0.92406,0,1.0,0.0,NS
inf,0.85834,0,0.8220000000000001,0.5362100000000001,S
inf,1.1313,0,1.0,0.0,NS
inf,1.0851,0,1.0,0.0,NS
inf,1.1244,0,1.0,0.0,NS
inf,0.76337,0,0.6832,0.71309,S
inf,0.73824,0,0.6808,0.47463,S
inf,0.7197,0,0.6756,0.22321,S
inf,0.78918,0,0.7032,0.50945,S
inf,0.85203,0,0.9,0.0,
inf,1.0547,0,1.0,0.0,NS
inf,1.1141,0,1.0,0.0,NS
inf,0.70263,0,0.6788,0.70436,S
inf,0.91633,0,1.0,0.0,NS
inf,1.0002,0,1.0,0.0,NS
inf,0.50692,0,0.512,0.94763,S
inf,0.43159,0,0.4088,0.7830199999999999,S
inf,0.63888,0,0.6008,0.6775100000000001,S
inf,0.6654,0,0.6388,0.31597,S
inf,0.9774200000000001,0,1.0,0.0,NS
inf,0.7056399999999999,0,0.7864,0.77688,S
inf,0.65555,0,0.6004,0.32221,S
inf,0.98675,0,1.0,0.0,NS
inf,0.9112100000000001,0,1.0,0.0,NS
inf,0.6513,0,0.5952,0.65333,S
inf,0.9107,0,1.0,0.0,NS
inf,1.0735,0,1.0,0.0,NS
inf,0.75868,0,0.7092,0.27779,S
inf,0.58026,0,0.5428,0.7804300000000001,S
inf,0.67909,0,0.6476,0.40825,S
inf,1.0092,0,1.0,0.0,NS
inf,0.67883,0,0.6464,0.86034,S
inf,1.1233,0,1.0,0.0,NS
inf,1.0209,0,1.0,0.0,NS
inf,0.82668,0,0.9232,0.29535,NS
inf,0.8895700000000001,0,0.8204,0.63942,S
inf,1.0061,0,1.0,0.0,NS
inf,0.8615,0,0.998,0.0,NS
inf,0.61135,0,0.5692,0.9146299999999999,S
inf,0.6530199999999999,0,0.6196,0.80288,S
inf,1.0899,0,1.0,0.0,NS
inf,0.60665,0,0.58,0.49938,S
inf,1.1039,0,1.0,0.0,NS
